,cfrplus Return Against random,Order
13003,0.0,Second Moving
13004,-4.0,Second Moving
13005,-5.0,Second Moving
13006,-1.0,Second Moving
13007,-4.0,Second Moving
13008,-4.0,Second Moving
13009,-4.0,Second Moving
13010,2.0,Second Moving
13011,-2.0,Second Moving
13012,2.0,Second Moving
13013,0.0,Second Moving
13014,0.0,Second Moving
13015,0.0,Second Moving
13016,2.0,Second Moving
13017,-2.0,Second Moving
13018,-4.0,Second Moving
13019,0.0,Second Moving
13020,-2.0,Second Moving
13021,-3.0,Second Moving
13022,0.0,Second Moving
13023,-4.0,Second Moving
13024,-3.0,Second Moving
13025,-4.0,Second Moving
13026,-2.0,Second Moving
13027,-2.0,Second Moving
13028,-2.0,Second Moving
13029,-4.0,Second Moving
13030,0.0,Second Moving
13031,-4.0,Second Moving
13032,-2.0,Second Moving
13033,-4.0,Second Moving
13034,2.0,Second Moving
13035,0.0,Second Moving
13036,2.0,Second Moving
13037,-1.0,Second Moving
13038,0.0,Second Moving
13039,-2.0,Second Moving
13040,-1.0,Second Moving
13041,0.0,Second Moving
13042,-2.0,Second Moving
13043,-6.0,Second Moving
13044,-6.0,Second Moving
13045,-4.0,Second Moving
13046,-4.0,Second Moving
13047,-2.0,Second Moving
13048,0.0,Second Moving
13049,-5.0,Second Moving
13050,-4.0,Second Moving
13051,-4.0,Second Moving
13052,-4.0,Second Moving
13053,-4.0,Second Moving
13054,-3.0,Second Moving
13055,0.0,Second Moving
13056,-3.0,Second Moving
13057,-4.0,Second Moving
13058,-5.0,Second Moving
13059,-3.0,Second Moving
13060,-3.0,Second Moving
13061,-2.0,Second Moving
13062,0.0,Second Moving
13063,-7.0,Second Moving
13064,-3.0,Second Moving
13065,0.0,Second Moving
13066,0.0,Second Moving
13067,0.0,Second Moving
13068,-2.0,Second Moving
13069,-2.0,Second Moving
13070,-2.0,Second Moving
13071,0.0,Second Moving
13072,-4.0,Second Moving
13073,0.0,Second Moving
13074,0.0,Second Moving
13075,-6.0,Second Moving
13076,-2.0,Second Moving
13077,-4.0,Second Moving
13078,-2.0,Second Moving
13079,-3.0,Second Moving
13080,0.0,Second Moving
13081,-6.0,Second Moving
13082,2.0,Second Moving
13083,2.0,Second Moving
13084,4.0,Second Moving
13085,-2.0,Second Moving
13086,4.0,Second Moving
13087,4.0,Second Moving
13088,-2.0,Second Moving
13089,-4.0,Second Moving
13090,-2.0,Second Moving
13091,0.0,Second Moving
13092,2.0,Second Moving
13093,-2.0,Second Moving
13094,-2.0,Second Moving
13095,-3.0,Second Moving
13096,-2.0,Second Moving
13097,-1.0,Second Moving
13098,-2.0,Second Moving
13099,-6.0,Second Moving
13100,0.0,Second Moving
13101,-7.0,Second Moving
13102,0.0,Second Moving
13103,-4.0,Second Moving
13104,0.0,Second Moving
13105,0.0,Second Moving
13106,-4.0,Second Moving
13107,-2.0,Second Moving
13108,-3.0,Second Moving
13109,-2.0,Second Moving
13110,-4.0,Second Moving
13111,-2.0,Second Moving
13112,0.0,Second Moving
13113,-4.0,Second Moving
13114,-2.0,Second Moving
13115,2.0,Second Moving
13116,2.0,Second Moving
13117,0.0,Second Moving
13118,0.0,Second Moving
13119,4.0,Second Moving
13120,-4.0,Second Moving
13121,0.0,Second Moving
13122,-1.0,Second Moving
13123,-2.0,Second Moving
13124,-2.0,Second Moving
13125,0.0,Second Moving
13126,-2.0,Second Moving
13127,-6.0,Second Moving
13128,-2.0,Second Moving
13129,-2.0,Second Moving
13130,-1.0,Second Moving
13131,2.0,Second Moving
13132,0.0,Second Moving
13133,-4.0,Second Moving
13134,-2.0,Second Moving
13135,-2.0,Second Moving
13136,-2.0,Second Moving
13137,-3.0,Second Moving
13138,0.0,Second Moving
13139,-4.0,Second Moving
13140,-2.0,Second Moving
13141,-3.0,Second Moving
13142,0.0,Second Moving
13143,-2.0,Second Moving
13144,-2.0,Second Moving
13145,-2.0,Second Moving
13146,0.0,Second Moving
13147,-2.0,Second Moving
13148,0.0,Second Moving
13149,-1.0,Second Moving
13150,0.0,Second Moving
13151,-4.0,Second Moving
13152,0.0,Second Moving
13153,-4.0,Second Moving
13154,-6.0,Second Moving
13155,-2.0,Second Moving
13156,-2.0,Second Moving
13157,-7.0,Second Moving
13158,2.0,Second Moving
13159,0.0,Second Moving
13160,2.0,Second Moving
13161,-3.0,Second Moving
13162,-2.0,Second Moving
13163,-1.0,Second Moving
13164,2.0,Second Moving
13165,0.0,Second Moving
13166,-2.0,Second Moving
13167,0.0,Second Moving
13168,-2.0,Second Moving
13169,-2.0,Second Moving
13170,-2.0,Second Moving
13171,-1.0,Second Moving
13172,-4.0,Second Moving
13173,-2.0,Second Moving
13174,-4.0,Second Moving
13175,-2.0,Second Moving
13176,-4.0,Second Moving
13177,-2.0,Second Moving
13178,4.0,Second Moving
13179,4.0,Second Moving
13180,-5.0,Second Moving
13181,0.0,Second Moving
13182,-4.0,Second Moving
13183,-4.0,Second Moving
13184,-6.0,Second Moving
13185,-2.0,Second Moving
13186,0.0,Second Moving
13187,0.0,Second Moving
13188,-6.0,Second Moving
13189,0.0,Second Moving
13190,0.0,Second Moving
13191,0.0,Second Moving
13192,4.0,Second Moving
13193,-2.0,Second Moving
13194,0.0,Second Moving
13195,-2.0,Second Moving
13196,-4.0,Second Moving
13197,2.0,Second Moving
13198,-2.0,Second Moving
13199,-4.0,Second Moving
13200,0.0,Second Moving
13201,2.0,Second Moving
13202,0.0,Second Moving
13203,2.0,Second Moving
13204,-4.0,Second Moving
13205,-4.0,Second Moving
13206,2.0,Second Moving
13207,0.0,Second Moving
13208,4.0,Second Moving
13209,-3.0,Second Moving
13210,0.0,Second Moving
13211,-4.0,Second Moving
13212,0.0,Second Moving
13213,0.0,Second Moving
13214,0.0,Second Moving
13215,2.0,Second Moving
13216,2.0,Second Moving
13217,-4.0,Second Moving
13218,-2.0,Second Moving
13219,0.0,Second Moving
13220,-2.0,Second Moving
13221,-4.0,Second Moving
13222,4.0,Second Moving
13223,2.0,Second Moving
13224,2.0,Second Moving
13225,-2.0,Second Moving
13226,-4.0,Second Moving
13227,-3.0,Second Moving
13228,-2.0,Second Moving
13229,-7.0,Second Moving
13230,-4.0,Second Moving
13231,-3.0,Second Moving
13232,-2.0,Second Moving
13233,-2.0,Second Moving
13234,-4.0,Second Moving
13235,-2.0,Second Moving
13236,0.0,Second Moving
13237,0.0,Second Moving
13238,0.0,Second Moving
13239,-4.0,Second Moving
13240,-2.0,Second Moving
13241,0.0,Second Moving
13242,-2.0,Second Moving
13243,-4.0,Second Moving
13244,0.0,Second Moving
13245,-4.0,Second Moving
13246,-4.0,Second Moving
13247,-6.0,Second Moving
13248,-3.0,Second Moving
13249,-3.0,Second Moving
13250,-2.0,Second Moving
13251,-1.0,Second Moving
13252,-2.0,Second Moving
13253,0.0,Second Moving
13254,2.0,Second Moving
13255,-2.0,Second Moving
13256,-2.0,Second Moving
13257,-4.0,Second Moving
13258,-1.0,Second Moving
13259,0.0,Second Moving
13260,2.0,Second Moving
13261,-4.0,Second Moving
13262,0.0,Second Moving
13263,-4.0,Second Moving
13264,-7.0,Second Moving
13265,0.0,Second Moving
13266,-2.0,Second Moving
13267,-6.0,Second Moving
13268,0.0,Second Moving
13269,-3.0,Second Moving
13270,0.0,Second Moving
13271,0.0,Second Moving
13272,4.0,Second Moving
13273,0.0,Second Moving
13274,-2.0,Second Moving
13275,2.0,Second Moving
13276,2.0,Second Moving
13277,-1.0,Second Moving
13278,-2.0,Second Moving
13279,0.0,Second Moving
13280,2.0,Second Moving
13281,-4.0,Second Moving
13282,-2.0,Second Moving
13283,0.0,Second Moving
13284,-4.0,Second Moving
13285,-3.0,Second Moving
13286,-4.0,Second Moving
13287,0.0,Second Moving
13288,0.0,Second Moving
13289,-4.0,Second Moving
13290,4.0,Second Moving
13291,-2.0,Second Moving
13292,-6.0,Second Moving
13293,-4.0,Second Moving
13294,-2.0,Second Moving
13295,-2.0,Second Moving
13296,4.0,Second Moving
13297,4.0,Second Moving
13298,-4.0,Second Moving
13299,-6.0,Second Moving
13300,0.0,Second Moving
13301,-1.0,Second Moving
13302,0.0,Second Moving
13303,-4.0,Second Moving
13304,0.0,Second Moving
13305,0.0,Second Moving
13306,-2.0,Second Moving
13307,0.0,Second Moving
13308,-2.0,Second Moving
13309,-4.0,Second Moving
13310,2.0,Second Moving
13311,-4.0,Second Moving
13312,0.0,Second Moving
13313,4.0,Second Moving
13314,0.0,Second Moving
13315,-2.0,Second Moving
13316,-3.0,Second Moving
13317,-3.0,Second Moving
13318,0.0,Second Moving
13319,0.0,Second Moving
13320,4.0,Second Moving
13321,-2.0,Second Moving
13322,-2.0,Second Moving
13323,-6.0,Second Moving
13324,2.0,Second Moving
13325,-3.0,Second Moving
13326,-2.0,Second Moving
13327,-1.0,Second Moving
13328,-2.0,Second Moving
13329,4.0,Second Moving
13330,-5.0,Second Moving
13331,-3.0,Second Moving
13332,-3.0,Second Moving
13333,2.0,Second Moving
13334,4.0,Second Moving
13335,0.0,Second Moving
13336,-2.0,Second Moving
13337,0.0,Second Moving
13338,-3.0,Second Moving
13339,4.0,Second Moving
13340,-3.0,Second Moving
13341,-4.0,Second Moving
13342,2.0,Second Moving
13343,-6.0,Second Moving
13344,-2.0,Second Moving
13345,-6.0,Second Moving
13346,-2.0,Second Moving
13347,0.0,Second Moving
13348,-7.0,Second Moving
13349,-2.0,Second Moving
13350,-4.0,Second Moving
13351,-4.0,Second Moving
13352,0.0,Second Moving
13353,0.0,Second Moving
13354,0.0,Second Moving
13355,-2.0,Second Moving
13356,0.0,Second Moving
13357,-1.0,Second Moving
13358,-1.0,Second Moving
13359,0.0,Second Moving
13360,-2.0,Second Moving
13361,2.0,Second Moving
13362,4.0,Second Moving
13363,-2.0,Second Moving
13364,0.0,Second Moving
13365,-1.0,Second Moving
13366,-3.0,Second Moving
13367,-1.0,Second Moving
13368,-2.0,Second Moving
13369,-1.0,Second Moving
13370,-2.0,Second Moving
13371,-6.0,Second Moving
13372,0.0,Second Moving
13373,0.0,Second Moving
13374,2.0,Second Moving
13375,-6.0,Second Moving
13376,0.0,Second Moving
13377,-2.0,Second Moving
13378,-1.0,Second Moving
13379,0.0,Second Moving
13380,-2.0,Second Moving
13381,0.0,Second Moving
13382,-2.0,Second Moving
13383,0.0,Second Moving
13384,-4.0,Second Moving
13385,-2.0,Second Moving
13386,-4.0,Second Moving
13387,4.0,Second Moving
13388,-4.0,Second Moving
13389,-4.0,Second Moving
13390,-1.0,Second Moving
13391,2.0,Second Moving
13392,4.0,Second Moving
13393,0.0,Second Moving
13394,-2.0,Second Moving
13395,-3.0,Second Moving
13396,-7.0,Second Moving
13397,-2.0,Second Moving
13398,-2.0,Second Moving
13399,4.0,Second Moving
13400,-4.0,Second Moving
13401,0.0,Second Moving
13402,-2.0,Second Moving
13403,0.0,Second Moving
13404,-1.0,Second Moving
13405,-4.0,Second Moving
13406,-2.0,Second Moving
13407,2.0,Second Moving
13408,-3.0,Second Moving
13409,0.0,Second Moving
13410,-2.0,Second Moving
13411,-4.0,Second Moving
13412,0.0,Second Moving
13413,4.0,Second Moving
13414,0.0,Second Moving
13415,0.0,Second Moving
13416,-4.0,Second Moving
13417,2.0,Second Moving
13418,-2.0,Second Moving
13419,-3.0,Second Moving
13420,-6.0,Second Moving
13421,-2.0,Second Moving
13422,0.0,Second Moving
13423,0.0,Second Moving
13424,-2.0,Second Moving
13425,2.0,Second Moving
13426,0.0,Second Moving
13427,-2.0,Second Moving
13428,-4.0,Second Moving
13429,-4.0,Second Moving
13430,-4.0,Second Moving
13431,-3.0,Second Moving
13432,0.0,Second Moving
13433,-2.0,Second Moving
13434,0.0,Second Moving
13435,-1.0,Second Moving
13436,-2.0,Second Moving
13437,-2.0,Second Moving
13438,0.0,Second Moving
13439,2.0,Second Moving
13440,0.0,Second Moving
13441,-3.0,Second Moving
13442,0.0,Second Moving
13443,-4.0,Second Moving
13444,0.0,Second Moving
13445,-2.0,Second Moving
13446,-2.0,Second Moving
13447,2.0,Second Moving
13448,-1.0,Second Moving
13449,0.0,Second Moving
13450,-2.0,Second Moving
13451,-4.0,Second Moving
13452,-6.0,Second Moving
13453,-6.0,Second Moving
13454,-1.0,Second Moving
13455,0.0,Second Moving
13456,-1.0,Second Moving
13457,-4.0,Second Moving
13458,-1.0,Second Moving
13459,-4.0,Second Moving
13460,-4.0,Second Moving
13461,-2.0,Second Moving
13462,0.0,Second Moving
13463,-3.0,Second Moving
13464,-2.0,Second Moving
13465,-5.0,Second Moving
13466,-3.0,Second Moving
13467,-4.0,Second Moving
13468,-4.0,Second Moving
13469,-4.0,Second Moving
13470,0.0,Second Moving
13471,0.0,Second Moving
13472,2.0,Second Moving
13473,-2.0,Second Moving
13474,-2.0,Second Moving
13475,0.0,Second Moving
13476,-6.0,Second Moving
13477,-2.0,Second Moving
13478,0.0,Second Moving
13479,0.0,Second Moving
13480,0.0,Second Moving
13481,-4.0,Second Moving
13482,-1.0,Second Moving
13483,0.0,Second Moving
13484,0.0,Second Moving
13485,0.0,Second Moving
13486,0.0,Second Moving
13487,2.0,Second Moving
13488,-4.0,Second Moving
13489,-4.0,Second Moving
13490,2.0,Second Moving
13491,0.0,Second Moving
13492,-4.0,Second Moving
13493,-1.0,Second Moving
13494,-3.0,Second Moving
13495,-4.0,Second Moving
13496,-2.0,Second Moving
13497,-4.0,Second Moving
13498,4.0,Second Moving
13499,-2.0,Second Moving
13500,0.0,Second Moving
13501,-4.0,Second Moving
13502,-4.0,Second Moving
13503,0.0,Second Moving
13504,-2.0,Second Moving
13505,-2.0,Second Moving
13506,0.0,Second Moving
13507,-4.0,Second Moving
13508,-2.0,Second Moving
13509,-2.0,Second Moving
13510,-4.0,Second Moving
13511,-2.0,Second Moving
13512,0.0,Second Moving
13513,0.0,Second Moving
13514,-4.0,Second Moving
13515,-4.0,Second Moving
13516,0.0,Second Moving
13517,0.0,Second Moving
13518,-2.0,Second Moving
13519,0.0,Second Moving
13520,-1.0,Second Moving
13521,-2.0,Second Moving
13522,-2.0,Second Moving
13523,0.0,Second Moving
13524,0.0,Second Moving
13525,-5.0,Second Moving
13526,-2.0,Second Moving
13527,2.0,Second Moving
13528,2.0,Second Moving
13529,0.0,Second Moving
13530,-2.0,Second Moving
13531,-4.0,Second Moving
13532,-2.0,Second Moving
13533,0.0,Second Moving
13534,-4.0,Second Moving
13535,-2.0,Second Moving
13536,-1.0,Second Moving
13537,-2.0,Second Moving
13538,-4.0,Second Moving
13539,0.0,Second Moving
13540,0.0,Second Moving
13541,2.0,Second Moving
13542,0.0,Second Moving
13543,-2.0,Second Moving
13544,4.0,Second Moving
13545,0.0,Second Moving
13546,4.0,Second Moving
13547,-3.0,Second Moving
13548,0.0,Second Moving
13549,0.0,Second Moving
13550,-4.0,Second Moving
13551,-4.0,Second Moving
13552,0.0,Second Moving
13553,-2.0,Second Moving
13554,-6.0,Second Moving
13555,4.0,Second Moving
13556,-4.0,Second Moving
13557,0.0,Second Moving
13558,-6.0,Second Moving
13559,-2.0,Second Moving
13560,0.0,Second Moving
13561,-4.0,Second Moving
13562,2.0,Second Moving
13563,2.0,Second Moving
13564,-5.0,Second Moving
13565,4.0,Second Moving
13566,0.0,Second Moving
13567,0.0,Second Moving
13568,2.0,Second Moving
13569,2.0,Second Moving
13570,-1.0,Second Moving
13571,4.0,Second Moving
13572,0.0,Second Moving
13573,-1.0,Second Moving
13574,-2.0,Second Moving
13575,0.0,Second Moving
13576,-4.0,Second Moving
13577,0.0,Second Moving
13578,4.0,Second Moving
13579,-4.0,Second Moving
13580,-2.0,Second Moving
13581,2.0,Second Moving
13582,-4.0,Second Moving
13583,-2.0,Second Moving
13584,-3.0,Second Moving
13585,2.0,Second Moving
13586,-2.0,Second Moving
13587,-4.0,Second Moving
13588,-4.0,Second Moving
13589,-4.0,Second Moving
13590,-3.0,Second Moving
13591,-1.0,Second Moving
13592,-3.0,Second Moving
13593,2.0,Second Moving
13594,-4.0,Second Moving
13595,0.0,Second Moving
13596,-2.0,Second Moving
13597,-4.0,Second Moving
13598,-2.0,Second Moving
13599,-2.0,Second Moving
13600,-2.0,Second Moving
13601,-7.0,Second Moving
13602,0.0,Second Moving
13603,4.0,Second Moving
13604,-2.0,Second Moving
13605,-2.0,Second Moving
13606,-2.0,Second Moving
13607,-2.0,Second Moving
13608,-6.0,Second Moving
13609,-1.0,Second Moving
13610,-6.0,Second Moving
13611,-2.0,Second Moving
13612,-3.0,Second Moving
13613,4.0,Second Moving
13614,0.0,Second Moving
13615,-2.0,Second Moving
13616,-1.0,Second Moving
13617,-3.0,Second Moving
13618,2.0,Second Moving
13619,-2.0,Second Moving
13620,4.0,Second Moving
13621,-4.0,Second Moving
13622,0.0,Second Moving
13623,0.0,Second Moving
13624,-4.0,Second Moving
13625,-4.0,Second Moving
13626,0.0,Second Moving
13627,-4.0,Second Moving
13628,-5.0,Second Moving
13629,0.0,Second Moving
13630,-2.0,Second Moving
13631,0.0,Second Moving
13632,-2.0,Second Moving
13633,-1.0,Second Moving
13634,0.0,Second Moving
13635,0.0,Second Moving
13636,-4.0,Second Moving
13637,-7.0,Second Moving
13638,-1.0,Second Moving
13639,-4.0,Second Moving
13640,2.0,Second Moving
13641,0.0,Second Moving
13642,-6.0,Second Moving
13643,0.0,Second Moving
13644,-7.0,Second Moving
13645,0.0,Second Moving
13646,-2.0,Second Moving
13647,-4.0,Second Moving
13648,0.0,Second Moving
13649,0.0,Second Moving
13650,-3.0,Second Moving
13651,-4.0,Second Moving
13652,2.0,Second Moving
13653,0.0,Second Moving
13654,-2.0,Second Moving
13655,-2.0,Second Moving
13656,0.0,Second Moving
13657,0.0,Second Moving
13658,-4.0,Second Moving
13659,4.0,Second Moving
13660,2.0,Second Moving
13661,0.0,Second Moving
13662,-4.0,Second Moving
13663,-2.0,Second Moving
13664,-2.0,Second Moving
13665,-4.0,Second Moving
13666,0.0,Second Moving
13667,2.0,Second Moving
13668,-2.0,Second Moving
13669,-4.0,Second Moving
13670,-2.0,Second Moving
13671,-4.0,Second Moving
13672,2.0,Second Moving
13673,-3.0,Second Moving
13674,-2.0,Second Moving
13675,-3.0,Second Moving
13676,-2.0,Second Moving
13677,-4.0,Second Moving
13678,0.0,Second Moving
13679,0.0,Second Moving
13680,-2.0,Second Moving
13681,0.0,Second Moving
13682,-4.0,Second Moving
13683,-1.0,Second Moving
13684,0.0,Second Moving
13685,-4.0,Second Moving
13686,-3.0,Second Moving
13687,2.0,Second Moving
13688,-4.0,Second Moving
13689,-2.0,Second Moving
13690,2.0,Second Moving
13691,-4.0,Second Moving
13692,2.0,Second Moving
13693,0.0,Second Moving
13694,-2.0,Second Moving
13695,-1.0,Second Moving
13696,-2.0,Second Moving
13697,0.0,Second Moving
13698,-2.0,Second Moving
13699,0.0,Second Moving
13700,-4.0,Second Moving
13701,-6.0,Second Moving
13702,2.0,Second Moving
13703,0.0,Second Moving
13704,-4.0,Second Moving
13705,-4.0,Second Moving
13706,-4.0,Second Moving
13707,0.0,Second Moving
13708,2.0,Second Moving
13709,0.0,Second Moving
13710,-2.0,Second Moving
13711,-2.0,Second Moving
13712,2.0,Second Moving
13713,-4.0,Second Moving
13714,4.0,Second Moving
13715,-2.0,Second Moving
13716,0.0,Second Moving
13717,-4.0,Second Moving
13718,0.0,Second Moving
13719,-2.0,Second Moving
13720,0.0,Second Moving
13721,-2.0,Second Moving
13722,-2.0,Second Moving
13723,0.0,Second Moving
13724,0.0,Second Moving
13725,-4.0,Second Moving
13726,-2.0,Second Moving
13727,-6.0,Second Moving
13728,-2.0,Second Moving
13729,-2.0,Second Moving
13730,-4.0,Second Moving
13731,0.0,Second Moving
13732,-1.0,Second Moving
13733,-4.0,Second Moving
13734,0.0,Second Moving
13735,0.0,Second Moving
13736,0.0,Second Moving
13737,-4.0,Second Moving
13738,0.0,Second Moving
13739,0.0,Second Moving
13740,-3.0,Second Moving
13741,-2.0,Second Moving
13742,-1.0,Second Moving
13743,0.0,Second Moving
13744,-1.0,Second Moving
13745,-4.0,Second Moving
13746,0.0,Second Moving
13747,-1.0,Second Moving
13748,0.0,Second Moving
13749,4.0,Second Moving
13750,-2.0,Second Moving
13751,0.0,Second Moving
13752,-5.0,Second Moving
13753,-4.0,Second Moving
13754,-2.0,Second Moving
13755,-7.0,Second Moving
13756,-2.0,Second Moving
13757,0.0,Second Moving
13758,0.0,Second Moving
13759,-2.0,Second Moving
13760,-3.0,Second Moving
13761,0.0,Second Moving
13762,-2.0,Second Moving
13763,-1.0,Second Moving
13764,0.0,Second Moving
13765,-1.0,Second Moving
13766,-1.0,Second Moving
13767,-4.0,Second Moving
13768,0.0,Second Moving
13769,-1.0,Second Moving
13770,4.0,Second Moving
13771,0.0,Second Moving
13772,2.0,Second Moving
13773,2.0,Second Moving
13774,-6.0,Second Moving
13775,-2.0,Second Moving
13776,2.0,Second Moving
13777,2.0,Second Moving
13778,-4.0,Second Moving
13779,0.0,Second Moving
13780,-4.0,Second Moving
13781,-4.0,Second Moving
13782,0.0,Second Moving
13783,2.0,Second Moving
13784,4.0,Second Moving
13785,-2.0,Second Moving
13786,0.0,Second Moving
13787,0.0,Second Moving
13788,-2.0,Second Moving
13789,2.0,Second Moving
13790,-1.0,Second Moving
13791,-4.0,Second Moving
13792,0.0,Second Moving
13793,-3.0,Second Moving
13794,0.0,Second Moving
13795,-3.0,Second Moving
13796,4.0,Second Moving
13797,0.0,Second Moving
13798,-1.0,Second Moving
13799,-2.0,Second Moving
13800,0.0,Second Moving
13801,-4.0,Second Moving
13802,-1.0,Second Moving
13803,-2.0,Second Moving
13804,0.0,Second Moving
13805,4.0,Second Moving
13806,2.0,Second Moving
13807,4.0,Second Moving
13808,-2.0,Second Moving
13809,4.0,Second Moving
13810,0.0,Second Moving
13811,-4.0,Second Moving
13812,-2.0,Second Moving
13813,0.0,Second Moving
13814,-4.0,Second Moving
13815,-2.0,Second Moving
13816,4.0,Second Moving
13817,-1.0,Second Moving
13818,-4.0,Second Moving
13819,4.0,Second Moving
13820,-2.0,Second Moving
13821,-3.0,Second Moving
13822,0.0,Second Moving
13823,-2.0,Second Moving
13824,-1.0,Second Moving
13825,-2.0,Second Moving
13826,0.0,Second Moving
13827,0.0,Second Moving
13828,-3.0,Second Moving
13829,-3.0,Second Moving
13830,-6.0,Second Moving
13831,-1.0,Second Moving
13832,-4.0,Second Moving
13833,0.0,Second Moving
13834,2.0,Second Moving
13835,0.0,Second Moving
13836,-3.0,Second Moving
13837,-2.0,Second Moving
13838,-3.0,Second Moving
13839,2.0,Second Moving
13840,-2.0,Second Moving
13841,2.0,Second Moving
13842,0.0,Second Moving
13843,-4.0,Second Moving
13844,-4.0,Second Moving
13845,-2.0,Second Moving
13846,-4.0,Second Moving
13847,0.0,Second Moving
13848,-4.0,Second Moving
13849,0.0,Second Moving
13850,-2.0,Second Moving
13851,0.0,Second Moving
13852,-4.0,Second Moving
13853,-1.0,Second Moving
13854,-2.0,Second Moving
13855,-2.0,Second Moving
13856,2.0,Second Moving
13857,-5.0,Second Moving
13858,0.0,Second Moving
13859,4.0,Second Moving
13860,-7.0,Second Moving
13861,-4.0,Second Moving
13862,-2.0,Second Moving
13863,0.0,Second Moving
13864,2.0,Second Moving
13865,-2.0,Second Moving
13866,-2.0,Second Moving
13867,-2.0,Second Moving
13868,-6.0,Second Moving
13869,-6.0,Second Moving
13870,0.0,Second Moving
13871,-2.0,Second Moving
13872,-4.0,Second Moving
13873,4.0,Second Moving
13874,-4.0,Second Moving
13875,-1.0,Second Moving
13876,2.0,Second Moving
13877,2.0,Second Moving
13878,0.0,Second Moving
13879,-3.0,Second Moving
13880,-4.0,Second Moving
13881,-2.0,Second Moving
13882,-2.0,Second Moving
13883,-3.0,Second Moving
13884,-2.0,Second Moving
13885,-1.0,Second Moving
13886,-2.0,Second Moving
13887,-2.0,Second Moving
13888,0.0,Second Moving
13889,2.0,Second Moving
13890,0.0,Second Moving
13891,-2.0,Second Moving
13892,-2.0,Second Moving
13893,-4.0,Second Moving
13894,-4.0,Second Moving
13895,2.0,Second Moving
13896,-2.0,Second Moving
13897,-4.0,Second Moving
13898,-7.0,Second Moving
13899,-2.0,Second Moving
13900,-3.0,Second Moving
13901,0.0,Second Moving
13902,4.0,Second Moving
13903,-3.0,Second Moving
13904,2.0,Second Moving
13905,0.0,Second Moving
13906,-4.0,Second Moving
13907,0.0,Second Moving
13908,2.0,Second Moving
13909,-2.0,Second Moving
13910,0.0,Second Moving
13911,0.0,Second Moving
13912,0.0,Second Moving
13913,0.0,Second Moving
13914,0.0,Second Moving
13915,-4.0,Second Moving
13916,-2.0,Second Moving
13917,-2.0,Second Moving
13918,4.0,Second Moving
13919,-2.0,Second Moving
13920,0.0,Second Moving
13921,-7.0,Second Moving
13922,0.0,Second Moving
13923,0.0,Second Moving
13924,0.0,Second Moving
13925,-4.0,Second Moving
13926,-2.0,Second Moving
13927,-2.0,Second Moving
13928,-6.0,Second Moving
13929,0.0,Second Moving
13930,-4.0,Second Moving
13931,-2.0,Second Moving
13932,-1.0,Second Moving
13933,-4.0,Second Moving
13934,-6.0,Second Moving
13935,-1.0,Second Moving
13936,0.0,Second Moving
13937,2.0,Second Moving
13938,-1.0,Second Moving
13939,-2.0,Second Moving
13940,0.0,Second Moving
13941,-4.0,Second Moving
13942,0.0,Second Moving
13943,-3.0,Second Moving
13944,-2.0,Second Moving
13945,-4.0,Second Moving
13946,0.0,Second Moving
13947,-1.0,Second Moving
13948,-4.0,Second Moving
13949,-2.0,Second Moving
13950,4.0,Second Moving
13951,0.0,Second Moving
13952,-4.0,Second Moving
13953,-4.0,Second Moving
13954,0.0,Second Moving
13955,-3.0,Second Moving
13956,-2.0,Second Moving
13957,2.0,Second Moving
13958,0.0,Second Moving
13959,-6.0,Second Moving
13960,-2.0,Second Moving
13961,-2.0,Second Moving
13962,-7.0,Second Moving
13963,-2.0,Second Moving
13964,4.0,Second Moving
13965,-2.0,Second Moving
13966,4.0,Second Moving
13967,-3.0,Second Moving
13968,-2.0,Second Moving
13969,0.0,Second Moving
13970,2.0,Second Moving
13971,-7.0,Second Moving
13972,2.0,Second Moving
13973,2.0,Second Moving
13974,0.0,Second Moving
13975,-4.0,Second Moving
13976,-1.0,Second Moving
13977,-2.0,Second Moving
13978,0.0,Second Moving
13979,-4.0,Second Moving
13980,-1.0,Second Moving
13981,-2.0,Second Moving
13982,-2.0,Second Moving
13983,-2.0,Second Moving
13984,-7.0,Second Moving
13985,0.0,Second Moving
13986,-4.0,Second Moving
13987,0.0,Second Moving
13988,0.0,Second Moving
13989,0.0,Second Moving
13990,-1.0,Second Moving
13991,0.0,Second Moving
13992,0.0,Second Moving
13993,-4.0,Second Moving
13994,-1.0,Second Moving
13995,-4.0,Second Moving
13996,-1.0,Second Moving
13997,-2.0,Second Moving
13998,-1.0,Second Moving
13999,-1.0,Second Moving
14000,6.0,First Moving
14001,2.0,First Moving
14002,4.0,First Moving
14003,2.0,First Moving
14004,2.0,First Moving
14005,2.0,First Moving
14006,2.0,First Moving
14007,4.0,First Moving
14008,2.0,First Moving
14009,0.0,First Moving
14010,6.0,First Moving
14011,2.0,First Moving
14012,3.0,First Moving
14013,6.0,First Moving
14014,3.0,First Moving
14015,0.0,First Moving
14016,7.0,First Moving
14017,4.0,First Moving
14018,2.0,First Moving
14019,4.0,First Moving
14020,3.0,First Moving
14021,5.0,First Moving
14022,2.0,First Moving
14023,2.0,First Moving
14024,1.0,First Moving
14025,2.0,First Moving
14026,5.0,First Moving
14027,0.0,First Moving
14028,2.0,First Moving
14029,0.0,First Moving
14030,0.0,First Moving
14031,2.0,First Moving
14032,5.0,First Moving
14033,6.0,First Moving
14034,2.0,First Moving
